Product,Brand,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,iQOO,Pull baby perhaps whatever carry understand dinner need.,132195,27-08-2024,29-08-2024,7,Robert Smith,Phamburgh,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,4GB,64GB,N/A
Mobile Phone,Apple,Difficult court anyone end it head Mr finally.,188062,08-02-2025,15-02-2025,7,Shirley Gonzales,West Tabithatown,North,Snapdragon 7s,Snapdragon 7s,6GB,64GB,N/A
Laptop,Motorola,Because way song realize assume politics year Congress.,11470,20-06-2023,22-07-2023,2,Lindsay Collins,Harrismouth,South,Ryzen 5,Ryzen 5,16GB,1TB,256GB
Mobile Phone,Dell,Success health avoid and look religious option us product.,42477,13-12-2023,06-01-2024,8,Christopher Reed,Scottport,North,Snapdragon 8 Gen,Snapdragon 8 Gen,12GB,256GB,N/A
Mobile Phone,Acer,Son hospital away charge trade standard material television often.,70952,19-06-2023,16-08-2023,2,Timothy Davis,New Emilychester,South,Snapdragon 7 Gen,Snapdragon 7 Gen,12GB,256GB,N/A
Mobile Phone,Samsung,Thank wind air never cover customer now central media.,101057,30-01-2024,16-02-2024,1,Trevor Brown,Kathrynfurt,North,Snapdragon 7 Gen,Snapdragon 7 Gen,12GB,512GB,N/A
Mobile Phone,Acer,Will drop change statement last police or audience.,87067,01-04-2024,27-04-2024,2,Jennifer Lewis,Dixonland,West,Snapdragon 7s,Snapdragon 7s,16GB,64GB,N/A
Mobile Phone,Toshiba,History tax paper start walk live work until carry see single stop.,130331,12-03-2024,10-04-2024,5,Sarah Leonard,Adamview,South,MediaTek Dimensity,MediaTek Dimensity,8GB,64GB,N/A
Mobile Phone,Samsung,Change bring case you rather attorney.,72459,30-03-2023,08-05-2023,4,Valerie Henry,Connieland,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,32GB,256GB,N/A
Laptop,Dell,National worry war occur away laugh any sound practice yard.,194829,10-02-2025,31-03-2025,4,Grant Johnson,Lopezstad,East,Ryzen 9,Ryzen 9,32GB,256GB,1TB
Mobile Phone,Oppo,Others car more choose then free bank what.,81687,12-11-2024,04-12-2024,4,William Hall,Kellyfurt,South,Apple A-Series,Apple A-Series,32GB,512GB,N/A
Mobile Phone,Asus,Situation marriage save structure trade interest language cell debate meet wonder.,117847,08-01-2024,19-01-2024,6,Daniel Sharp,West Rebecca,East,Samsung Exynos,Samsung Exynos,16GB,128GB,N/A
Mobile Phone,Samsung,Product next they yeah community information.,54674,29-06-2024,17-08-2024,7,Cody Wood,Schaeferfurt,West,Samsung Exynos,Samsung Exynos,6GB,1TB,N/A
Mobile Phone,Oppo,Director nor series seem hand usually eight car change ok improve agreement until.,27091,29-02-2024,05-03-2024,5,Danielle Miller,Brewerville,South,Samsung Exynos,Samsung Exynos,16GB,128GB,N/A
Laptop,HP,Beat approach I fast dark ground.,190995,11-09-2023,19-10-2023,8,Jason Mathews,Turnertown,South,Ryzen 3,Ryzen 3,4GB,64GB,512GB
Laptop,Microsoft,Too offer before white work choose test sea woman remember maintain night case.,87884,09-07-2023,19-07-2023,4,Michael Warren,Reidfurt,South,i7,i7,32GB,512GB,512GB
Laptop,Huawei,Financial six real wind yourself idea.,39211,08-08-2024,12-08-2024,10,Eric Moore,East Josephfort,North,Ryzen 9,Ryzen 9,6GB,512GB,256GB
Mobile Phone,OnePlus,Black under girl voice report machine reflect system.,21598,06-03-2025,04-05-2025,3,Ronald Hughes,Fernandeztown,East,MediaTek Helio,MediaTek Helio,16GB,256GB,N/A
Laptop,iQOO,Happy television shoulder customer head foreign late past but wrong week edge let cultural.,36946,21-04-2023,25-04-2023,9,Robert Rodriguez,Lake Timothyfurt,North,Ryzen 5,Ryzen 5,32GB,512GB,256GB
Mobile Phone,Samsung,Defense southern on age choice base report go certain.,196875,27-10-2024,19-12-2024,6,Edward Jones,Carolineland,East,Snapdragon 7 Gen,Snapdragon 7 Gen,4GB,512GB,N/A
Laptop,Toshiba,Newspaper central foreign fast various growth street.,142309,02-07-2024,22-07-2024,4,Tiffany Clark,Piercefurt,North,i3,i3,6GB,128GB,256GB
Laptop,Google,Laugh education word gas lead every road cell war.,197594,15-01-2024,22-01-2024,7,Scott Smith,New Howardtown,North,i3,i3,32GB,64GB,512GB
Mobile Phone,Google,Training staff play good city attention few black today recent top.,24874,21-05-2024,18-06-2024,8,Kevin Hernandez,Singhmouth,Central,MediaTek Helio,MediaTek Helio,8GB,64GB,N/A
Mobile Phone,Sony,Tv discussion white huge Democrat follow car officer physical stage south.,138743,10-04-2023,14-04-2023,7,Tracy Rivas,Helenland,Central,MediaTek Dimensity,MediaTek Dimensity,4GB,128GB,N/A
Mobile Phone,Oppo,Wide identify quite need happen coach.,143597,10-07-2023,29-07-2023,6,Brenda Gonzales,Port Tara,East,Samsung Exynos,Samsung Exynos,16GB,128GB,N/A
Mobile Phone,OnePlus,Never act require teacher threat water score run ten require report image quality.,74111,12-09-2023,24-09-2023,1,Charles Alexander,Elizabethshire,East,Snapdragon 7s,Snapdragon 7s,12GB,64GB,N/A
Laptop,Acer,Financial history arrive meeting even success factor move not bill region.,186904,02-10-2023,18-11-2023,5,Gail Alvarez,Alishaport,West,i7,i7,16GB,128GB,512GB
Mobile Phone,Apple,Over her market box black market program.,94833,20-08-2023,13-09-2023,10,Steven Herring,West Lisa,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,6GB,1TB,N/A
Mobile Phone,Realme,Right here inside Congress win which generation marriage nation image pick hour.,116843,17-02-2025,22-03-2025,4,Stephanie Villanueva,Lake Alexandra,Central,Apple A-Series,Apple A-Series,12GB,128GB,N/A
Mobile Phone,Lenovo,Market hit project seek determine development five source all may wide.,21126,17-04-2024,10-05-2024,4,Roger Lane,Ricardoburgh,North,MediaTek Helio,MediaTek Helio,16GB,128GB,N/A
Mobile Phone,Oppo,Teacher maintain special life figure idea per involve.,193190,04-02-2024,11-03-2024,9,Mrs. Jessica Wong,Tommyberg,West,Snapdragon 8 Gen,Snapdragon 8 Gen,8GB,128GB,N/A
Laptop,Nokia,Man yard marriage ago hour parent onto similar speak front sure.,63904,27-11-2023,21-01-2024,9,Erica Ellison,Hernandezberg,East,Ryzen 9,Ryzen 9,8GB,64GB,2TB
Laptop,Apple,Live way between town themselves your finish.,135885,11-07-2023,27-07-2023,5,Deborah Good,Robertberg,South,Ryzen 3,Ryzen 3,32GB,128GB,2TB
Laptop,Realme,Book conference seek nation hundred claim beat.,199614,28-04-2023,11-05-2023,10,Deborah Luna,Lake Michael,South,i5,i5,4GB,512GB,2TB
Mobile Phone,Dell,Suggest democratic yard continue various far bed bring operation.,107798,13-12-2024,30-01-2025,5,Charles Brandt,Lake Teresa,North,MediaTek Dimensity,MediaTek Dimensity,12GB,128GB,N/A
Mobile Phone,OnePlus,Than school next article finally sense treat also control drive discussion entire hospital.,26192,29-05-2023,28-06-2023,6,Tammy Mitchell,West Barbara,North,Snapdragon 7 Gen,Snapdragon 7 Gen,8GB,256GB,N/A
Laptop,Huawei,Serve term analysis think myself natural allow government.,8230,17-05-2023,13-06-2023,10,Matthew Pham,Brendanview,North,i7,i7,12GB,1TB,1TB
Mobile Phone,Redmi,Major would standard wear even choose air guess boy against here policy study.,79795,01-08-2023,14-09-2023,9,Donna Wells,Lake Dennisville,South,Samsung Exynos,Samsung Exynos,6GB,256GB,N/A
Laptop,Oppo,Significant listen this draw over yeah.,101723,10-06-2023,25-06-2023,5,Jacob Anderson,Port Michelle,East,Ryzen 3,Ryzen 3,4GB,1TB,1TB
Laptop,Motorola,Garden plan official dog here study various.,103665,14-03-2025,26-03-2025,4,Zachary Morales,Chunghaven,West,Ryzen 7,Ryzen 7,8GB,512GB,1TB
Mobile Phone,Huawei,Take across different must rock media then financial.,138688,29-06-2023,21-07-2023,10,Kathleen Jackson,Melindatown,South,Snapdragon 7 Gen,Snapdragon 7 Gen,6GB,512GB,N/A
Mobile Phone,Realme,Market challenge use you budget among blue fall paper responsibility.,130053,09-02-2025,07-03-2025,6,Cheryl Moss,West Samantha,Central,Apple A-Series,Apple A-Series,32GB,64GB,N/A
Laptop,Apple,Realize eat give marriage wear food six read family doctor someone.,185730,17-04-2024,16-06-2024,3,Brent Lopez,West Linda,Central,Ryzen 7,Ryzen 7,6GB,128GB,2TB
Mobile Phone,Realme,Small help card discover accept size in probably establish question kitchen.,120460,21-07-2024,29-08-2024,6,Michael Pruitt,Christopherburgh,North,Samsung Exynos,Samsung Exynos,16GB,128GB,N/A
Mobile Phone,Nokia,Animal much off avoid policy cell exist car law computer across rest.,188495,08-03-2024,21-04-2024,6,Jeffrey Ellis,West Katherinefurt,North,Samsung Exynos,Samsung Exynos,32GB,1TB,N/A
Mobile Phone,Toshiba,Benefit husband before what her quality who raise else along specific.,38319,26-01-2024,11-02-2024,2,Peter Taylor,Martinezland,West,Snapdragon 8 Gen,Snapdragon 8 Gen,12GB,128GB,N/A
Mobile Phone,HP,Draw kid speech people good entire theory indicate professional difference bill attention.,131298,18-03-2025,11-05-2025,2,Ashley Perez,Tonyachester,East,MediaTek Dimensity,MediaTek Dimensity,8GB,128GB,N/A
Mobile Phone,Samsung,Raise pretty some offer while whether smile possible Congress language majority memory possible.,41285,02-10-2023,18-11-2023,7,Christopher Moody,North Jefferystad,North,Snapdragon 8 Gen,Snapdragon 8 Gen,32GB,512GB,N/A
Laptop,Samsung,Believe evidence gun cause sound fear station leader ok perhaps million he.,122206,13-03-2024,20-04-2024,9,Mrs. Jessica Sanchez DDS,Shepherdbury,West,i7,i7,4GB,64GB,1TB
Laptop,Microsoft,Though peace dream explain share consider surface.,167497,23-08-2023,06-10-2023,5,Alyssa Jordan,Adrianafurt,East,i3,i3,4GB,128GB,512GB
Laptop,Microsoft,Five white expect move political use guess threat program choose team street.,51487,11-06-2023,07-08-2023,4,Kristy Martinez,Smithberg,West,i5,i5,8GB,1TB,512GB
Mobile Phone,HP,Score offer reflect inside strong none southern degree special stop everybody feeling factor.,5593,11-04-2024,01-06-2024,2,Nicholas Garcia,New Robert,South,Apple A-Series,Apple A-Series,12GB,1TB,N/A
Mobile Phone,HP,Term tend company any painting pattern sure control.,162171,06-09-2023,12-10-2023,9,Sherry Williams,Sylviatown,South,Samsung Exynos,Samsung Exynos,8GB,64GB,N/A
Mobile Phone,Toshiba,Process some reality offer weight dream.,44601,22-12-2024,24-01-2025,5,Christopher Page,Jennifermouth,South,Apple A-Series,Apple A-Series,6GB,128GB,N/A
Laptop,Google,Close truth alone water purpose carry.,41922,01-10-2024,14-10-2024,2,Kevin Taylor,Amandahaven,Central,Ryzen 3,Ryzen 3,8GB,512GB,256GB
Laptop,OnePlus,Decide clear official agree forward enough.,66975,09-11-2023,28-11-2023,9,Richard Adkins,Garciaport,South,i5,i5,6GB,256GB,256GB
Laptop,Dell,Military job hand learn food price run will accept body.,9370,20-04-2024,11-06-2024,2,Michael Hicks,Smithview,Central,Ryzen 7,Ryzen 7,32GB,256GB,512GB
Mobile Phone,Nokia,Evidence son paper professor agency I north offer senior building.,177264,28-02-2024,19-04-2024,10,Emily Mcfarland,East Jon,East,Snapdragon 7s,Snapdragon 7s,12GB,256GB,N/A
Mobile Phone,OnePlus,After quality amount able once imagine stuff character.,135818,22-03-2023,13-05-2023,4,Steven Jones,Jeffreyton,West,Snapdragon 7s,Snapdragon 7s,8GB,256GB,N/A
Laptop,Asus,Cover cold street spring shake better save.,148224,27-07-2024,11-08-2024,3,Nicholas Martin,Schmitthaven,South,Ryzen 3,Ryzen 3,32GB,128GB,2TB
Mobile Phone,Huawei,Food white hot agreement smile four work consider nothing.,63752,15-07-2024,29-07-2024,10,Kim Kelly,Raymondmouth,North,Snapdragon 7 Gen,Snapdragon 7 Gen,16GB,512GB,N/A
Mobile Phone,Acer,Despite life mean hold free challenge population draw must.,197681,16-03-2025,02-04-2025,7,Cheryl Smith,South Whitneyport,South,Snapdragon 7s,Snapdragon 7s,32GB,256GB,N/A
Laptop,Redmi,Respond create event reveal question important.,143474,16-04-2023,27-05-2023,10,Matthew Powell,Port Hector,East,Ryzen 3,Ryzen 3,6GB,256GB,256GB
Mobile Phone,Acer,Entire five pick financial law although.,158352,17-08-2024,27-09-2024,9,Joseph Logan,North Don,South,Snapdragon 7s,Snapdragon 7s,16GB,128GB,N/A
Mobile Phone,Samsung,Son have onto more week late dream threat.,9382,05-02-2025,08-02-2025,6,Shannon Bryan,Port Madison,Central,MediaTek Helio,MediaTek Helio,4GB,128GB,N/A
Laptop,Asus,Mean himself baby animal series thank effect and.,162888,18-06-2024,19-06-2024,8,Christina Lee,South Adam,East,Ryzen 9,Ryzen 9,4GB,128GB,256GB
Mobile Phone,Dell,Number box sort sit tonight history teacher thousand back cold citizen poor.,25296,07-07-2023,16-07-2023,1,Olivia Crane,Vasquezberg,South,MediaTek Helio,MediaTek Helio,16GB,1TB,N/A
Laptop,Huawei,Thing senior expert through own left special kind during share.,14916,04-12-2024,27-01-2025,7,Anthony Jones,Clarkemouth,East,i5,i5,16GB,1TB,512GB
Laptop,Google,Land investment see both wide memory Republican majority these help until recent free.,134025,16-10-2023,05-11-2023,4,Brenda Lawson,Daviston,Central,Ryzen 3,Ryzen 3,4GB,256GB,512GB
Mobile Phone,Oppo,Try rich give remain idea house.,134823,11-09-2024,11-10-2024,10,Sarah Logan,West Andreafurt,East,Snapdragon 7s,Snapdragon 7s,16GB,128GB,N/A
Laptop,Samsung,Above nice catch role describe away lot bar.,151759,18-09-2024,24-09-2024,8,Laura White,North Monica,North,i9,i9,6GB,256GB,1TB
Laptop,Acer,Condition network according reveal evening candidate window soon southern contain race shoulder.,13647,13-10-2024,22-10-2024,9,Amanda Rivera,Rodriguezstad,East,Ryzen 3,Ryzen 3,12GB,64GB,512GB
Mobile Phone,Huawei,Sell cell factor political step beyond leg everybody sometimes stand moment.,31349,28-06-2023,10-08-2023,8,Erica Nash,Lake Thomasberg,North,MediaTek Helio,MediaTek Helio,12GB,128GB,N/A
Laptop,Asus,Young pass pull unit add table player.,138646,30-06-2023,11-07-2023,9,Aaron Brown,Michaelmouth,East,i5,i5,8GB,128GB,2TB
Mobile Phone,Sony,Task natural also add education community field us summer may reflect.,39445,15-07-2024,21-07-2024,4,Phillip Adams,New Sylvia,North,MediaTek Dimensity,MediaTek Dimensity,32GB,256GB,N/A
Laptop,Samsung,Protect want test focus worker painting school type trade name.,52988,16-01-2024,18-02-2024,7,Sarah Johnson,Barryton,East,i7,i7,12GB,256GB,512GB
Laptop,Samsung,Crime management yes away administration rule program card drug wall discuss.,71454,13-02-2025,01-03-2025,1,Amanda Houston,North Audrey,Central,i3,i3,4GB,256GB,2TB
Laptop,Redmi,Everyone activity tax until agreement note clear stage most.,78098,19-04-2023,03-06-2023,10,Kelly Simpson,Guzmanburgh,West,Ryzen 9,Ryzen 9,12GB,128GB,1TB
Mobile Phone,Microsoft,Commercial room nothing several success certainly throughout certain say box.,11192,02-08-2024,03-08-2024,6,Kenneth Rice,Ruthhaven,West,Snapdragon 8 Gen,Snapdragon 8 Gen,6GB,64GB,N/A
Laptop,Asus,Push something available green traditional everything.,45099,13-09-2023,05-10-2023,9,Danielle Miller,Port Isaacside,Central,i5,i5,32GB,128GB,1TB
Mobile Phone,Apple,Country six computer site animal I.,106612,06-06-2024,26-07-2024,3,Thomas Moreno,New Kimberly,North,MediaTek Helio,MediaTek Helio,4GB,1TB,N/A
Laptop,Vivo,Response once despite claim theory happy wait.,173121,19-09-2024,28-09-2024,3,Darren Richardson,East Gloriaside,North,i3,i3,4GB,128GB,1TB
Laptop,Acer,Sure article girl talk around night stuff than rise son participant.,94268,05-05-2024,18-06-2024,4,Barbara Gray,Stephaniechester,West,Ryzen 3,Ryzen 3,12GB,1TB,1TB
Mobile Phone,Samsung,Four key space gun happy occur involve.,54005,01-05-2024,23-06-2024,2,Joshua Thomas,Jesseborough,East,Snapdragon 7s,Snapdragon 7s,8GB,1TB,N/A
Laptop,Vivo,School big long main far section eight theory admit.,82901,05-02-2025,11-03-2025,6,Edward Smith,Juliabury,North,i5,i5,16GB,64GB,2TB
Laptop,Realme,Still ok tonight until big half drop fly dog range enter view its.,63484,23-06-2023,02-07-2023,6,Eric Ray,Port Christophershire,South,Ryzen 5,Ryzen 5,16GB,128GB,2TB
Mobile Phone,Dell,Player expert opportunity try writer learn indeed oil production property.,47522,03-11-2024,01-12-2024,8,Taylor Johnson,New Bridgetton,South,Apple A-Series,Apple A-Series,12GB,512GB,N/A
Laptop,Nokia,Little whether skin sing build investment smile poor.,83469,26-12-2024,29-12-2024,3,Tonya Martin,New Donna,West,i7,i7,6GB,256GB,1TB
Laptop,Huawei,Prove late herself since factor travel owner.,50066,26-11-2023,02-12-2023,5,Jacob Griffith,Port Kyleburgh,West,Ryzen 9,Ryzen 9,8GB,512GB,512GB
Mobile Phone,HP,City through fish difficult anything family political write ready.,147932,18-03-2025,06-04-2025,8,Mary Schwartz,Christinehaven,Central,Snapdragon 7s,Snapdragon 7s,16GB,512GB,N/A
Laptop,Redmi,Toward forget teacher race card she front discuss watch create hard.,152723,04-06-2024,22-06-2024,8,Kylie Davis,Powellbury,West,Ryzen 3,Ryzen 3,6GB,64GB,512GB
Laptop,Huawei,Hotel arrive enter expect have Democrat effect present everybody assume friend turn recent.,100907,02-11-2024,11-11-2024,10,Rebecca Franklin,Rosalesmouth,North,Ryzen 9,Ryzen 9,12GB,128GB,2TB
Laptop,Huawei,Bit medical thought school lead big TV worry much consumer machine avoid.,39870,23-12-2023,05-01-2024,3,Melissa Schroeder,Krystaltown,East,Ryzen 3,Ryzen 3,6GB,256GB,1TB
Mobile Phone,Toshiba,Language six claim sometimes yourself find single game majority kitchen piece.,140270,07-06-2023,16-07-2023,1,Virginia Ramirez,Peterside,North,MediaTek Helio,MediaTek Helio,4GB,256GB,N/A
Mobile Phone,Apple,Tend language actually child day experience.,195623,12-04-2023,31-05-2023,2,Erin Phillips,Carlport,South,MediaTek Dimensity,MediaTek Dimensity,12GB,64GB,N/A
Mobile Phone,iQOO,Somebody radio while standard really professor.,146604,15-08-2023,27-08-2023,9,Hunter Schultz,Cherryview,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,16GB,512GB,N/A
Laptop,Toshiba,Age class chance in age allow institution recent.,176520,14-02-2024,16-02-2024,1,Jessica Shepard,Barkerville,North,i3,i3,16GB,512GB,256GB
Laptop,Microsoft,Agent the modern technology hear prepare security focus citizen him activity meeting.,64678,28-08-2024,23-10-2024,4,Dylan Jenkins,Mooremouth,Central,i7,i7,4GB,1TB,256GB
Laptop,Acer,Keep education soldier huge hundred wind many local guess me teacher black.,65821,15-03-2025,11-04-2025,7,Shirley Johnson,South Charles,West,i3,i3,12GB,1TB,512GB
Laptop,Apple,Represent maintain though news gun positive politics stop study rate treatment join say.,132452,13-02-2025,18-02-2025,5,Erik Sellers,New Kathystad,Central,Ryzen 7,Ryzen 7,12GB,1TB,256GB
Mobile Phone,Lenovo,Determine painting team expert hand item product natural guy first buy.,42860,30-11-2024,15-12-2024,10,Natasha Hernandez,Davisshire,East,Samsung Exynos,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Acer,Find them feeling just how but.,142584,18-08-2024,08-09-2024,8,Sean Turner,Hartfurt,North,MediaTek Helio,MediaTek Helio,4GB,256GB,N/A
Laptop,Huawei,Point doctor major true probably authority must natural.,186261,08-04-2024,22-05-2024,9,Lisa Andrews,Port Elizabeth,West,i7,i7,32GB,64GB,512GB
